order_id,amount,profit,quantity,category,payment_method
OR_9727,50.09,7.4,1,Category C,COD
OR_4899,200.89,91.2,7,Category C,Mobile Payment
OR_9382,438.77,81.65,2,Category A,Mobile Payment
OR_7266,32.12,12.71,9,Category A,EMI
OR_9161,302.95,67.64,8,Category A,Mobile Payment
OR_4729,194.86,51.4,7,Category C,COD
OR_1216,206.39,46.1,5,Category B,EMI
OR_7897,411.27,148.34,9,Category B,EMI
OR_4245,293.5,97.12,7,Category B,Mobile Payment
OR_4076,364.62,86.8,3,Category A,COD
OR_8110,369.85,84.89,1,Category C,Checks
OR_8783,203.32,46.21,7,Category B,Mobile Payment
OR_8633,79.39,38.79,1,Category B,Card
OR_1930,483.24,122.08,4,Category A,Mobile Payment
OR_199,242.23,98.08,8,Category B,EMI
OR_8837,33.79,8.65,1,Category C,Mobile Payment
OR_9102,152.22,49.91,7,Category C,Checks
OR_1845,408.16,50.21,5,Category C,Checks
OR_3523,348.4,99.36,8,Category C,EMI
OR_2881,288.64,43.1,9,Category B,COD
OR_6568,44.4,6.88,4,Category B,Mobile Payment
OR_7199,492.95,142.31,3,Category A,COD
OR_5143,128.32,31.01,6,Category B,Checks
OR_2819,254.12,56.61,5,Category C,Mobile Payment
OR_6013,104.81,51.02,1,Category C,Card
OR_8388,110.41,53.42,2,Category C,Mobile Payment
OR_844,448.9,137.59,10,Category C,EMI
OR_3746,230.73,46.78,4,Category A,COD
OR_5937,253.8,33.43,10,Category B,Card
OR_3161,343.17,91.3,4,Category B,Mobile Payment
OR_6683,314.89,68.58,7,Category A,COD
OR_5318,57.11,21.42,10,Category B,Checks
OR_540,284.79,65.39,2,Category C,Checks
OR_193,307.0,89.82,8,Category A,Checks
OR_4496,241.5,29.15,9,Category C,Checks
OR_2771,139.92,18.96,8,Category B,Mobile Payment
OR_2731,320.88,108.01,8,Category A,Card
OR_8624,302.25,95.21,7,Category A,Card
OR_6165,126.58,47.46,1,Category A,EMI
OR_272,37.89,4.43,3,Category A,EMI
OR_5781,42.48,20.63,5,Category C,Checks
OR_4213,59.39,25.67,4,Category B,COD
OR_1741,133.01,13.8,4,Category C,Checks
OR_7527,235.48,63.18,8,Category B,COD
OR_2276,309.68,123.6,1,Category C,EMI
OR_7515,443.49,94.29,8,Category C,Card
OR_8571,415.71,168.13,1,Category A,COD
OR_1610,389.3,91.62,4,Category B,Checks
OR_4233,325.56,143.7,4,Category A,EMI
OR_5556,37.87,4.61,4,Category A,Checks
OR_1542,193.04,40.08,1,Category C,COD
OR_9458,108.99,52.13,10,Category A,Card
OR_3540,96.12,10.59,5,Category B,Card
OR_4043,173.3,43.54,3,Category A,Mobile Payment
OR_926,271.73,31.24,7,Category B,Mobile Payment
OR_1795,101.85,29.32,7,Category A,EMI
OR_2641,257.56,113.99,9,Category B,Checks
OR_185,25.59,5.73,2,Category C,COD
OR_2731,470.93,100.04,10,Category C,COD
OR_8151,144.71,18.89,9,Category B,Card
OR_522,279.3,95.12,3,Category A,Card
OR_1356,114.98,19.28,8,Category B,Checks
OR_5117,293.55,65.57,7,Category C,EMI
OR_23,287.97,93.22,4,Category A,Card
OR_5535,308.47,31.6,2,Category A,EMI
OR_8202,318.54,54.49,9,Category B,EMI
OR_5542,473.27,224.3,10,Category C,EMI
OR_6709,156.62,18.16,8,Category C,Card
OR_8140,274.17,121.93,4,Category B,Mobile Payment
OR_8891,164.42,24.67,2,Category B,Mobile Payment
OR_2781,322.77,61.3,6,Category C,Card
OR_4333,92.84,21.19,5,Category C,Checks
OR_3544,177.06,45.27,6,Category B,Mobile Payment
OR_9369,149.19,65.24,1,Category A,EMI
OR_5538,277.57,73.84,3,Category B,Checks
OR_5146,169.64,83.35,10,Category A,EMI
OR_476,315.87,116.42,10,Category A,Mobile Payment
OR_1919,462.13,124.16,8,Category A,Checks
OR_7244,315.76,92.25,1,Category A,Checks
OR_3646,346.88,130.08,9,Category B,Card
OR_5827,30.01,14.86,9,Category B,COD
OR_7125,79.46,8.73,5,Category A,Mobile Payment
OR_1701,489.04,241.06,1,Category A,EMI
OR_7094,282.95,112.16,7,Category A,Card
OR_4746,478.22,174.42,8,Category C,COD
OR_5145,339.35,131.36,10,Category A,COD
OR_1690,477.06,235.89,1,Category B,COD
OR_8297,385.06,132.95,6,Category C,EMI
OR_8961,236.16,35.41,1,Category B,COD
OR_3247,359.54,90.58,3,Category C,COD
OR_5612,51.91,24.35,8,Category C,COD
OR_5130,228.16,40.04,3,Category C,COD
OR_4985,406.71,159.58,6,Category A,Card
OR_4027,272.96,51.44,6,Category B,Mobile Payment
OR_3963,94.92,19.76,7,Category B,EMI
OR_379,278.05,84.77,7,Category B,Card
OR_6917,372.09,163.18,6,Category B,Card
OR_3946,171.62,68.21,5,Category A,Card
OR_4402,146.03,50.56,7,Category A,EMI
OR_8988,113.31,46.57,7,Category A,COD
OR_65,481.6,72.65,2,Category C,Card
OR_8734,145.18,49.93,7,Category B,EMI
OR_7946,220.13,108.45,10,Category B,Mobile Payment
OR_2104,290.88,55.18,3,Category A,Checks
OR_3674,345.87,157.83,3,Category C,EMI
OR_2288,174.0,58.29,5,Category A,COD
OR_5735,77.39,20.53,8,Category A,Checks
OR_5023,185.24,48.96,5,Category B,Mobile Payment
OR_8941,439.54,66.15,3,Category A,Mobile Payment
OR_4284,226.46,98.96,8,Category B,Card
OR_7872,356.04,171.06,7,Category C,Mobile Payment
OR_3134,251.06,78.7,2,Category C,Mobile Payment
OR_2547,221.62,104.74,4,Category C,EMI
OR_4583,156.32,32.71,10,Category A,Card
OR_6926,396.6,181.46,4,Category B,COD
OR_1341,269.14,47.12,7,Category B,Mobile Payment
OR_7647,266.74,36.87,3,Category B,Card
OR_9681,138.7,60.25,2,Category B,Card
OR_6554,160.86,61.21,9,Category C,Checks
OR_6119,192.0,23.41,8,Category A,COD
OR_2460,72.21,23.49,7,Category B,COD
OR_2674,247.73,56.96,3,Category A,Mobile Payment
OR_4948,254.73,91.47,5,Category C,Checks
OR_7295,402.0,61.19,7,Category B,COD
OR_6918,236.8,36.0,10,Category B,COD
OR_3291,222.07,40.58,5,Category B,Checks
OR_8260,415.75,51.3,8,Category C,Card
OR_986,365.35,119.99,6,Category A,COD
OR_313,493.77,230.36,4,Category B,COD
OR_7320,318.86,62.87,6,Category C,Card
OR_7075,487.52,160.82,4,Category B,Checks
OR_7198,467.14,213.09,8,Category A,Card
OR_5441,187.98,41.05,4,Category B,COD
OR_8857,268.56,86.39,1,Category A,EMI
OR_9720,351.4,51.02,3,Category A,Mobile Payment
OR_9678,468.16,223.72,5,Category A,COD
OR_7058,73.71,36.54,9,Category B,Checks
OR_3058,271.43,72.55,10,Category C,Checks
OR_5335,79.29,29.23,4,Category A,EMI
OR_5686,302.44,71.37,4,Category C,Mobile Payment
OR_6598,65.87,14.35,1,Category A,Checks
OR_8829,472.47,91.54,8,Category C,EMI
OR_4832,66.06,17.09,5,Category C,Card
OR_6191,78.44,13.85,8,Category A,EMI
OR_3575,47.24,20.87,2,Category B,EMI
OR_8300,219.46,91.57,9,Category C,Card
OR_8541,37.53,12.3,1,Category B,Card
OR_7800,98.42,28.33,3,Category A,Card
OR_9513,288.57,69.09,6,Category B,COD
OR_7112,166.32,78.4,3,Category C,COD
OR_8589,154.79,44.24,8,Category B,Mobile Payment
OR_2430,197.07,51.94,3,Category B,EMI
OR_6058,410.5,177.01,6,Category B,COD
OR_2535,104.59,26.21,2,Category C,EMI
OR_2673,233.64,89.93,6,Category C,COD
OR_7125,79.63,25.49,7,Category C,Mobile Payment
OR_5204,168.43,46.79,5,Category C,Checks
OR_3055,57.08,21.61,4,Category C,COD
OR_1978,196.0,61.97,10,Category C,COD
OR_7271,381.58,118.12,4,Category A,Card
OR_2356,384.68,68.81,3,Category C,Mobile Payment
OR_2180,104.64,31.74,10,Category C,EMI
OR_5158,491.84,225.08,10,Category B,EMI
OR_3611,330.15,126.35,2,Category C,Checks
OR_7361,495.51,238.51,1,Category C,EMI
OR_5554,333.99,53.99,1,Category A,Checks
OR_486,191.81,66.04,4,Category A,COD
OR_7737,232.76,26.71,3,Category B,Checks
OR_2110,83.77,11.08,1,Category C,Mobile Payment
OR_3113,135.23,62.82,4,Category A,Mobile Payment
OR_1317,416.44,41.82,10,Category B,Mobile Payment
OR_3772,154.3,73.97,9,Category C,EMI
OR_8997,374.23,123.31,3,Category A,Mobile Payment
OR_104,360.03,138.69,10,Category A,COD
OR_9126,200.77,26.47,5,Category B,EMI
OR_6975,196.42,86.47,9,Category A,Card
OR_2698,367.1,44.63,1,Category B,EMI
OR_6149,110.32,36.92,3,Category A,Card
OR_3581,340.23,118.22,3,Category C,EMI
OR_2122,35.26,14.57,8,Category C,Checks
OR_5751,483.13,73.92,9,Category B,EMI
OR_4556,305.97,119.68,6,Category A,EMI
OR_1258,159.02,79.2,10,Category B,COD
OR_9213,176.12,42.6,5,Category C,EMI
OR_3787,32.68,8.0,9,Category A,Checks
OR_3438,80.38,20.94,8,Category C,Card
OR_4148,12.5,5.08,7,Category C,EMI
OR_2573,28.51,10.23,10,Category B,COD
OR_1332,475.85,136.36,8,Category C,Mobile Payment
OR_7970,337.04,87.94,8,Category C,Mobile Payment
OR_2787,322.03,51.44,2,Category A,COD
OR_4158,493.53,56.93,9,Category A,EMI
OR_2647,145.29,70.53,8,Category C,Mobile Payment
OR_4763,136.92,65.38,4,Category B,EMI
OR_7488,431.45,44.14,9,Category C,EMI
OR_6351,153.31,51.91,8,Category C,EMI
OR_2406,456.48,137.43,3,Category B,COD
OR_6365,135.74,47.57,1,Category B,Mobile Payment
OR_5882,146.44,31.17,4,Category A,Card
OR_7998,65.33,17.92,3,Category C,Card
OR_4991,150.42,70.35,2,Category A,EMI
OR_5950,315.47,84.6,8,Category C,EMI
OR_6190,28.07,7.97,4,Category C,EMI
OR_1962,408.83,119.82,2,Category A,COD
OR_3043,305.83,71.7,1,Category B,Checks
OR_1634,40.22,4.27,8,Category A,COD
OR_1366,422.85,47.35,6,Category C,EMI
OR_8666,370.97,158.92,6,Category C,Mobile Payment
OR_7739,199.31,92.02,5,Category C,Mobile Payment
OR_3166,153.66,50.66,3,Category A,Card
OR_5408,250.74,77.93,4,Category A,Checks
OR_9602,22.41,11.09,3,Category C,COD
OR_6573,342.37,59.61,7,Category C,Checks
OR_4784,460.85,61.98,10,Category B,Card
OR_6019,437.25,50.75,9,Category A,Checks
OR_9683,278.2,49.1,5,Category A,Mobile Payment
OR_6798,117.44,30.84,8,Category B,Mobile Payment
OR_5628,78.29,33.45,2,Category C,COD
OR_8933,238.03,67.51,9,Category C,Mobile Payment
OR_6521,179.31,82.4,3,Category A,Card
OR_9618,346.25,167.4,3,Category A,Checks
OR_7681,43.17,11.64,9,Category C,COD
OR_3035,107.35,51.17,1,Category A,Card
OR_5533,192.21,83.34,5,Category A,Card
OR_6474,302.26,101.7,10,Category A,Checks
OR_2878,156.21,22.33,1,Category A,Mobile Payment
OR_9702,255.23,52.22,1,Category C,Checks
OR_6380,358.57,155.02,7,Category C,Checks
OR_652,491.99,214.33,4,Category A,EMI
OR_1045,272.71,47.54,2,Category C,COD
OR_8002,254.24,97.16,2,Category A,Mobile Payment
OR_8901,182.21,81.81,6,Category C,Checks
OR_4466,96.01,24.52,6,Category C,COD
OR_6014,151.07,57.07,7,Category B,Card
OR_6828,261.37,93.85,4,Category B,COD
OR_8468,414.92,69.42,8,Category B,Mobile Payment
OR_1820,183.51,89.94,6,Category C,Checks
OR_7744,346.91,154.95,5,Category C,Checks
OR_1299,310.1,152.87,2,Category C,Mobile Payment
OR_8545,97.88,45.48,10,Category B,Mobile Payment
OR_791,470.77,219.51,3,Category B,COD
OR_8304,19.73,6.33,4,Category A,COD
OR_8359,240.25,115.41,4,Category C,COD
OR_9033,444.75,66.15,1,Category B,Card
OR_852,345.88,82.71,6,Category B,Card
OR_530,138.93,64.33,2,Category C,Mobile Payment
OR_913,157.18,21.73,10,Category C,Checks
OR_456,443.55,53.68,1,Category B,Card
OR_2002,431.36,108.77,4,Category A,Card
OR_620,82.46,20.18,8,Category B,EMI
OR_6579,80.06,34.83,5,Category A,Card
OR_5196,499.11,197.33,2,Category C,Checks
OR_2624,248.12,60.57,5,Category A,Card
OR_1212,422.52,192.9,1,Category B,COD
OR_319,257.09,110.18,2,Category B,EMI
OR_1467,293.12,81.73,4,Category C,COD
OR_5797,355.29,87.78,4,Category C,Card
OR_3741,64.25,30.48,9,Category B,Mobile Payment
OR_9565,389.52,55.36,6,Category C,EMI
OR_5764,258.42,52.18,4,Category A,Card
OR_5845,267.03,94.99,6,Category A,COD
OR_2440,259.01,108.28,1,Category A,Card
OR_8895,447.67,74.93,10,Category C,COD
OR_6835,152.53,31.84,3,Category C,EMI
OR_1911,227.68,110.09,1,Category B,Checks
OR_7065,322.9,131.67,6,Category B,COD
OR_1488,384.92,160.23,10,Category A,Checks
OR_3468,442.87,135.73,8,Category B,Card
OR_2612,34.88,13.49,9,Category A,Card
OR_9459,16.0,4.46,6,Category B,Checks
OR_8913,237.22,110.51,6,Category C,Checks
OR_7836,58.08,22.36,8,Category A,Checks
OR_2280,111.31,50.71,5,Category A,Mobile Payment
OR_4040,347.43,105.99,7,Category C,Checks
OR_7441,385.28,39.23,9,Category A,Mobile Payment
OR_3244,244.25,106.3,8,Category C,COD
OR_738,332.34,73.96,7,Category A,EMI
OR_9371,355.76,117.46,6,Category A,COD
OR_4210,208.34,97.29,8,Category C,Card
OR_2949,428.41,153.37,3,Category C,COD
OR_421,329.68,158.55,2,Category C,EMI
OR_5067,402.56,162.61,2,Category A,Mobile Payment
OR_6905,177.61,39.91,8,Category C,Checks
OR_3596,264.91,98.41,1,Category A,Checks
OR_940,35.43,12.83,6,Category B,EMI
OR_415,453.9,179.02,3,Category A,Mobile Payment
OR_2489,276.04,60.61,5,Category C,Card
OR_785,334.9,79.67,9,Category A,COD
OR_2999,142.31,44.04,2,Category A,Mobile Payment
OR_3473,324.51,56.98,4,Category B,COD
OR_4506,233.0,115.24,10,Category B,Card
OR_915,36.68,10.34,1,Category C,Card
OR_5804,424.35,166.64,5,Category C,Checks
OR_6475,113.29,19.94,9,Category A,EMI
OR_6864,189.59,86.16,10,Category A,Checks
OR_1266,28.83,12.3,2,Category B,COD
OR_1550,342.44,44.2,4,Category A,Checks
OR_6820,464.94,138.31,3,Category A,COD
OR_4650,148.39,58.58,8,Category C,EMI
OR_1272,46.28,21.37,1,Category A,Mobile Payment
OR_1782,30.69,9.45,4,Category A,Card
OR_485,341.01,125.03,9,Category C,COD
OR_6082,472.09,147.02,1,Category C,Card
OR_5515,300.42,61.67,6,Category C,COD
OR_2756,145.55,47.24,2,Category B,Checks
OR_5785,56.0,8.39,1,Category A,Mobile Payment
OR_1903,169.67,67.27,5,Category C,Card
OR_4354,397.29,190.13,1,Category C,Card
OR_8186,294.34,80.87,8,Category C,COD
OR_628,259.42,52.69,3,Category A,Checks
OR_4774,210.98,61.33,9,Category C,EMI
OR_1917,490.2,193.39,2,Category C,EMI
OR_4237,337.73,62.1,7,Category A,EMI
OR_4515,105.25,27.2,6,Category B,Mobile Payment
OR_3772,362.69,136.96,3,Category A,EMI
OR_9044,364.02,51.85,3,Category C,COD
OR_3976,135.04,56.96,3,Category C,COD
OR_3977,111.61,28.79,6,Category B,Card
OR_5019,314.59,87.66,2,Category C,COD
OR_4084,18.86,7.17,8,Category C,Checks
OR_755,352.13,131.7,7,Category A,Card
OR_6963,254.91,104.36,5,Category B,Checks
OR_8938,189.39,90.3,5,Category B,Mobile Payment
OR_8575,486.79,101.75,6,Category B,COD
OR_5551,241.84,93.55,3,Category B,COD
OR_7625,239.09,68.92,4,Category B,Card
OR_1639,337.3,131.28,3,Category C,COD
OR_8611,366.62,45.67,8,Category C,COD
OR_8629,67.82,31.38,4,Category C,COD
OR_349,89.81,25.7,10,Category C,EMI
OR_8766,125.25,13.45,7,Category A,Card
OR_7035,110.78,25.32,4,Category A,Card
OR_7489,99.61,41.22,4,Category C,Mobile Payment
OR_4734,53.71,6.76,7,Category C,COD
OR_8804,292.18,33.33,10,Category B,EMI
OR_217,231.14,59.01,7,Category B,Card
OR_5105,11.43,4.73,10,Category A,COD
OR_4465,285.02,89.15,5,Category C,Card
OR_4436,279.41,102.99,5,Category A,COD
OR_6183,263.12,106.96,8,Category C,COD
OR_7201,274.05,109.78,2,Category A,Checks
OR_7606,74.93,30.42,7,Category A,COD
OR_1362,168.48,55.18,6,Category C,Card
OR_4118,335.07,87.66,4,Category A,Checks
OR_5330,55.71,26.67,6,Category C,Card
OR_1529,49.21,7.46,9,Category A,Card
OR_1341,313.63,130.14,1,Category B,EMI
OR_2887,129.36,42.18,8,Category B,Card
OR_3071,383.54,71.91,9,Category C,Mobile Payment
OR_1921,231.8,87.93,10,Category B,Checks
OR_2420,200.6,92.41,2,Category C,Card
OR_3624,137.35,17.03,2,Category A,Card
OR_277,434.16,137.12,4,Category B,EMI
OR_2709,419.56,193.46,10,Category A,Checks
OR_5380,129.91,27.66,6,Category C,COD
OR_9422,414.57,138.02,6,Category A,COD
OR_7057,313.13,151.98,7,Category B,Card
OR_7321,88.9,10.18,9,Category C,Mobile Payment
OR_2705,262.86,119.16,9,Category B,COD
OR_8534,195.04,27.41,10,Category C,EMI
OR_6622,22.99,7.2,7,Category A,EMI
OR_4449,34.49,7.05,2,Category B,Mobile Payment
OR_6904,123.98,36.34,9,Category B,Checks
OR_2332,388.98,73.6,2,Category A,Mobile Payment
OR_8750,428.38,44.22,2,Category B,Checks
OR_6697,377.9,87.8,7,Category C,COD
OR_1414,27.56,9.12,10,Category C,Card
OR_6088,159.65,51.08,1,Category B,EMI
OR_3024,366.44,67.85,2,Category C,Card
OR_3940,291.2,31.85,2,Category C,COD
OR_8569,433.25,128.19,7,Category B,COD
OR_7140,398.42,109.37,1,Category B,COD
OR_5922,11.83,5.85,1,Category B,Mobile Payment
OR_6941,146.71,27.2,6,Category C,EMI
OR_7778,398.52,46.88,9,Category C,Mobile Payment
OR_3480,329.1,147.25,6,Category A,Mobile Payment
OR_3720,236.96,35.36,3,Category C,Checks
OR_4530,189.92,20.56,3,Category A,COD
OR_8746,112.15,35.34,7,Category A,EMI
OR_9018,444.39,167.9,5,Category B,Checks
OR_4969,79.32,18.29,8,Category B,EMI
OR_4725,242.66,84.7,9,Category A,COD
OR_2835,146.85,72.29,9,Category A,Mobile Payment
OR_4105,64.24,28.34,2,Category A,Mobile Payment
OR_2249,308.08,132.6,9,Category B,COD
OR_5720,85.25,42.08,3,Category A,Mobile Payment
OR_6537,404.5,180.32,8,Category B,EMI
OR_3240,344.03,42.88,5,Category B,EMI
OR_6093,469.95,79.54,6,Category C,Card
OR_3754,28.42,14.12,2,Category C,EMI
OR_7823,97.82,16.89,1,Category C,Checks
OR_4232,77.41,13.3,10,Category C,Mobile Payment
OR_5334,97.43,40.52,10,Category B,Mobile Payment
OR_9097,451.26,78.7,9,Category A,Card
OR_7303,246.88,25.93,5,Category A,Checks
OR_5297,275.27,37.21,5,Category A,Mobile Payment
OR_339,489.99,151.87,5,Category A,Mobile Payment
OR_6548,135.98,47.64,3,Category B,Mobile Payment
OR_4347,406.01,42.51,7,Category C,COD
OR_1384,74.22,31.06,10,Category C,Mobile Payment
OR_1762,400.47,54.35,7,Category A,Card
OR_6908,67.06,32.51,9,Category B,EMI
OR_3761,420.82,97.39,6,Category C,Card
OR_1196,415.72,80.37,8,Category A,Mobile Payment
OR_8112,125.26,58.83,2,Category A,Mobile Payment
OR_5501,27.38,11.6,10,Category C,Checks
OR_9235,174.29,27.56,7,Category A,COD
OR_3814,264.4,76.79,6,Category C,COD
OR_1926,145.27,20.76,3,Category A,Card
OR_5667,358.25,98.35,5,Category A,Checks
OR_7245,318.25,113.13,5,Category B,Mobile Payment
OR_4464,131.73,38.0,3,Category B,Checks
OR_8424,90.08,17.51,8,Category C,COD
OR_8598,309.58,83.67,9,Category C,Mobile Payment
OR_3419,314.44,136.1,6,Category B,COD
OR_8138,116.41,39.6,4,Category A,COD
OR_7600,380.62,124.89,2,Category A,COD
OR_7536,210.56,69.88,9,Category C,Mobile Payment
OR_9738,438.18,132.94,2,Category A,EMI
OR_6019,468.06,225.24,5,Category B,EMI
OR_7589,422.36,175.52,6,Category C,Card
OR_4615,419.47,152.28,6,Category A,Mobile Payment
OR_709,69.52,8.99,3,Category A,Mobile Payment
OR_5383,268.64,106.08,8,Category B,EMI
OR_8144,68.06,22.11,5,Category A,Checks
OR_2923,386.33,167.73,1,Category C,COD
OR_6004,177.04,45.33,4,Category B,Card
OR_3084,304.39,88.77,1,Category B,Mobile Payment
OR_6450,67.24,22.82,3,Category C,Card
OR_2253,56.98,19.97,1,Category A,Checks
OR_9010,36.36,9.8,2,Category B,Checks
OR_2656,425.7,79.79,2,Category A,COD
OR_6639,397.27,165.75,10,Category B,Checks
OR_7088,408.82,42.66,2,Category A,COD
OR_572,478.72,170.93,8,Category A,COD
OR_3305,21.2,7.81,3,Category A,COD
OR_1612,449.46,47.36,1,Category C,Checks
OR_958,53.7,17.37,10,Category A,EMI
OR_6226,261.93,68.35,8,Category B,Card
OR_7470,406.75,71.31,6,Category C,COD
OR_295,36.31,17.34,10,Category C,Mobile Payment
OR_7382,98.16,30.41,9,Category C,COD
OR_3248,407.45,79.18,9,Category B,Checks
OR_613,74.42,22.96,10,Category A,COD
OR_5891,16.9,8.07,2,Category A,EMI
OR_5298,179.01,65.73,10,Category A,EMI
OR_1026,77.3,31.76,3,Category A,Checks
OR_590,321.1,61.59,8,Category C,EMI
OR_6534,486.86,123.26,6,Category B,EMI
OR_7240,476.09,150.77,3,Category C,COD
OR_7189,412.5,168.15,5,Category A,EMI
OR_7847,433.1,188.39,9,Category C,Checks
OR_5259,346.12,117.72,3,Category C,Card
OR_7562,121.16,35.87,6,Category B,Card
OR_1251,182.08,32.07,7,Category B,Mobile Payment
OR_9401,388.15,111.47,9,Category C,Checks
OR_1629,169.03,83.39,1,Category B,Card
OR_7980,450.4,90.6,7,Category B,Checks
OR_9357,253.14,63.77,3,Category A,Card
OR_4165,428.45,172.48,4,Category C,Mobile Payment
OR_5398,433.62,73.62,3,Category A,Mobile Payment
OR_3510,449.27,179.6,2,Category C,Checks
OR_1444,484.24,227.88,2,Category C,Mobile Payment
OR_9276,51.27,6.38,2,Category B,EMI
OR_7482,284.45,41.28,6,Category A,COD
OR_4453,132.67,49.61,7,Category A,Mobile Payment
OR_8244,31.05,10.26,2,Category A,Mobile Payment
OR_7995,259.16,83.2,4,Category B,Card
OR_2240,79.96,12.29,3,Category B,Checks
OR_761,239.81,50.47,5,Category C,Checks
OR_359,178.05,84.43,8,Category B,Mobile Payment
OR_5790,258.76,63.94,2,Category B,COD
OR_9572,181.46,27.17,1,Category B,EMI
OR_2910,139.8,43.47,9,Category A,EMI
OR_6930,267.26,66.31,2,Category C,EMI
OR_2799,190.12,42.96,8,Category A,Mobile Payment
OR_5253,346.36,143.81,2,Category B,Card
OR_7653,270.62,30.69,10,Category A,Mobile Payment
OR_1572,424.12,110.2,4,Category C,Checks
OR_3587,339.58,102.82,5,Category C,EMI
OR_7278,393.77,46.22,9,Category C,Mobile Payment
OR_503,417.99,72.14,5,Category C,EMI
OR_5093,417.93,122.43,5,Category C,COD
OR_6792,261.81,91.53,10,Category B,Card
OR_8464,473.01,184.28,7,Category C,Checks
OR_7639,23.47,3.91,5,Category A,Card
OR_2110,140.78,60.72,7,Category B,Checks
OR_651,461.0,74.15,8,Category A,Checks
OR_1567,346.59,72.53,5,Category C,COD
OR_5355,350.06,128.24,10,Category C,COD
OR_2897,75.07,19.59,7,Category C,Card
OR_5581,46.64,7.79,6,Category A,Card
OR_186,10.42,4.45,6,Category A,Card
OR_1107,298.94,77.1,5,Category B,Checks
OR_4885,461.2,188.48,8,Category B,EMI
OR_8181,93.63,10.79,3,Category C,EMI
OR_320,298.37,93.0,3,Category C,EMI
OR_279,51.06,14.56,8,Category C,EMI
OR_7046,132.3,48.14,5,Category C,Card
OR_8998,84.78,23.71,3,Category C,Mobile Payment
OR_8682,85.18,16.14,6,Category C,Card
OR_4013,15.64,3.49,2,Category B,Checks
OR_6606,330.02,38.35,7,Category B,EMI
OR_697,152.66,36.74,8,Category B,COD
OR_2985,302.95,42.81,10,Category B,Checks
OR_1733,67.31,8.19,8,Category A,Mobile Payment
OR_7227,69.52,14.74,7,Category B,EMI
OR_9006,23.04,7.73,6,Category C,EMI
OR_48,359.99,75.3,6,Category C,COD
OR_6091,456.33,208.58,3,Category A,Checks
OR_6571,369.38,174.42,8,Category A,Mobile Payment
OR_5621,109.6,21.87,2,Category A,COD
OR_4505,475.6,206.0,9,Category B,Mobile Payment
OR_2952,314.74,43.67,1,Category C,Checks
OR_7459,220.93,31.16,4,Category A,Checks
OR_7605,31.93,11.31,8,Category C,Card
OR_8352,335.73,164.42,5,Category C,Checks
OR_8896,208.55,66.64,1,Category A,Card
OR_7782,372.98,48.58,10,Category B,COD
OR_9724,58.32,27.34,10,Category B,Card
OR_9172,465.06,173.11,6,Category A,EMI
OR_1589,409.16,202.35,10,Category B,Mobile Payment
OR_1551,183.79,38.11,8,Category A,Card
OR_1874,159.82,52.09,8,Category B,Card
OR_3841,217.51,29.61,1,Category B,Card
OR_6201,142.09,23.9,3,Category C,Mobile Payment
OR_4482,78.38,33.11,8,Category C,Card
OR_5865,322.23,158.12,8,Category A,COD
OR_427,82.99,29.01,5,Category A,EMI
OR_6965,322.5,141.93,1,Category C,Checks
